prompt,complexity_score,feature_contributions,predicted_route,actual_quality_score,evaluation_result,latency,token_count
"Debug this JavaScript closure bug in the loop that prints 5 five times instead of 0, 1, 2, 3, 4:
for (var i = 0; i < 5; i++) {
  setTimeout(function() { console.log(i); }, 100);
}",0.5936073059360731,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(0.6000000000000001)"": 1.2000000000000002, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(3)"": 3.5999999999999996, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 1.0, ""complexity_math"": 1.2, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 2.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",remote,1.0,PASS,10.465543700003764,590
"Explain the concurrency issues in this multi-threaded Python banking transaction code and show how to fix it:
balance = 100
def withdraw(amount):
    global balance
    temp = balance
    time.sleep(0.01)
    balance = temp - amount",0.8812785388127855,"{""task_count_crossover(2)"": 1.5, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(3.4000000000000004)"": 6.800000000000001, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(2)"": 2.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 1.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 2.0, ""complexity_debugging"": 2.0, ""complexity_distributed_systems"": 3.0, ""complexity_large_document"": 0.0}",remote,0.0,FAIL,4.426415299982182,579
"Fix this SQL query which groups by name but throws a syntax error:
SELECT name, SUM(sales) FROM transactions WHERE SUM(sales) > 1000 GROUP BY name;",0.5296803652968036,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(5)"": 4.8, ""tech_depth(1.2)"": 2.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(1)"": 1.2, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 1.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,4.087143900018418,361
"Find the memory leak in this C++ code snippet:
void processData() {
    int* data = new int[1000];
    if (hasError()) return;
    delete[] data;
}",0.5388127853881279,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(3.4000000000000004)"": 6.800000000000001, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 1.0, ""complexity_math"": 0.0, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,0.8204545454545454,PASS,1.9361030999862123,243
"Explain and fix this React state update bug where clicking does not update count immediately:
const handleIncrement = () => {
  setCount(count + 1);
  console.log(count);
};",0.2876712328767123,"{""task_count_crossover(2)"": 1.5, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(0.2)"": 0.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(1)"": 1.2, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 1.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,3.4691704000142636,321
"Fix this Rust lifetime compilation error:
fn get_longest<'a>(x: &str, y: &str) -> &str {
    if x.len() > y.len() { x } else { y }
}",0.4748858447488585,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(2.2)"": 4.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 2.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,3.8619892000133405,352
"Identify the deadlock vulnerability in this C++ mutex-locking logic and write the corrected version:
std::mutex m1, m2;
void threadA() {
    std::lock_guard<std::mutex> l1(m1);
    std::lock_guard<std::mutex> l2(m2);
}
void threadB() {
    std::lock_guard<std::mutex> l1(m2);
    std::lock_guard<std::mutex> l2(m1);
}",0.9771689497716894,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(5.2)"": 10.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(3)"": 4.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 3.0, ""complexity_large_document"": 0.0}",remote,1.0,PASS,8.841282099994714,622
"Debug this Python code containing an asynchronous race condition when updating shared memory cache concurrently:
async def fetch_and_cache(key):
    if key not in cache:
        val = await db.query(key)
        cache[key] = val
    return cache[key]",0.5388127853881279,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(3.4000000000000004)"": 6.800000000000001, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 2.0, ""complexity_debugging"": 2.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,0.8818181818181817,PASS,1.975555799988797,250
"Find and fix the double-free vulnerability in this C code segment:
char* buf = malloc(16);
strcpy(buf, ""test"");
free(buf);
if (error) {
    free(buf);
}",0.35616438356164387,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(1.4)"": 2.8, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(2)"": 2.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 2.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,2.0576895999984117,247
"Analyze and resolve this PyTorch CUDA out of memory error occurring during validation phase inside the training loop:
with torch.no_grad():
    for inputs, labels in val_loader:
        outputs = model(inputs)
        loss_val += criterion(outputs, labels)",0.4155251141552512,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(2)"": 1.2, ""tech_depth(0.2)"": 0.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(1)"": 2.5, ""math_references(0)"": 0.0, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 1.0, ""complexity_math"": 0.0, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,6.83393499997328,522
"Fix this Node.js memory leak where an event emitter holds references to short-lived sockets:
sender.on('data', (chunk) => { socket.write(chunk); });",0.863013698630137,"{""task_count_crossover(2)"": 1.5, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(4.2)"": 8.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(2)"": 2.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 1.0, ""complexity_math"": 0.0, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 2.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",remote,0.0,FAIL,8.330527400001301,559
"Identify the security flaw (regex denial of service - ReDoS) in this validation regex and provide a safe alternative:
const emailRegex = /^([a-zA-Z0-9_-]+.)+@[a-zA-Z0-9-]+$/;",0.26940639269406397,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(3)"": 2.4, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(1)"": 1.5, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 1.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,2.5715565999998944,281
Explain the thread starvation risk and correct the prioritization logic in this custom scheduler block in Java.,0.3835616438356165,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(1.2)"": 2.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(2)"": 2.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,5.785646899981657,425
Explain and resolve the segmentation fault occurring due to dangling pointer casting inside this raw-buffer assembly parser.,0.04566210045662101,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,5.5120144999964396,424
Solve for x: 3x + 7 = 22.,0.2100456621004566,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(2)"": 2.4, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,1.0343730999884428,162
What is the sum of the angles in a hexagon?,0.1735159817351598,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.2)"": 0.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(1)"": 1.2, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,2.004241499991622,218
"If a triangle has sides of length 3, 4, and 5, what is its area?",0.18264840182648404,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,1.9673322000016924,226
Calculate 25% of 180.,0.15525114155251143,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(1)"": 1.2, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",remote,1.0,PASS,1.4279540000279667,363
Find the greatest common divisor (GCD) of 48 and 180.,0.04566210045662101,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(1)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",remote,1.0,PASS,2.347748900006991,591
Find the derivative of f(x) = 4x^3 - 5x + 7 with respect to x.,0.3926940639269407,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(2)"": 2.4, ""domain_breadth(2)"": 2.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,0.8278034000104526,161
What is the probability of flipping a fair coin 3 times and getting exactly 2 heads?,0.23744292237442924,"{""task_count_crossover(0)"": 0.0, ""constraints(1)"": 1.0, ""multi_entity(0)"": 0.0, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,0.9108419999975013,160
"Solve the system of equations: x + y = 10, x - y = 4.",0.31963470319634707,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(4)"": 4.8, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,1.7950644999800716,209
Evaluate the integral: integral of (3x^2 + 2x + 1) dx from 0 to 2.,0.4155251141552512,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(1)"": 2.5, ""math_references(2)"": 2.4, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,1.5496817999955965,207
Solve the quadratic equation using the quadratic formula: 2x^2 - 5x + 3 = 0.,0.5936073059360731,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(2.0)"": 4.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(4)"": 4.8, ""domain_breadth(2)"": 2.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",remote,1.0,PASS,3.2782163999945624,552
Find the sum of the infinite geometric series: 5 + 5/3 + 5/9 + 5/27 + ...,0.28310502283105027,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.2)"": 0.4, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(3)"": 3.5999999999999996, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,2.0423361999855842,233
"Calculate the determinant of this 3x3 matrix:
[[1, 2, 3], [0, 1, 4], [5, 6, 0]]",0.30136986301369867,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(2)"": 2.4, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,3.493411700008437,335
"Find the equation of the line tangent to the curve y = x^2 - 3x at the point (2, -2).",0.35616438356164387,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(3)"": 3.5999999999999996, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,2.4313648999959696,259
How many subsets of size 3 can be chosen from a set of 10 elements?,0.18264840182648404,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 0.0, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,2.6142267000104766,260
Solve for x in the exponential equation: 3^(2x - 1) = 27.,0.30136986301369867,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(2)"": 2.4, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,1.7135850999911781,209
"Find the standard deviation of this dataset: [2, 4, 4, 4, 5, 5, 7, 9]. Show step-by-step variance estimation.",0.25114155251141557,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 2.5, ""output_size_medium"": 0.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 1.0, ""complexity_math"": 0.0, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",remote,0.0,FAIL,12.646096900003613,1159
Prove that the square root of 2 is an irrational number by contradiction.,0.30593607305936077,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(1)"": 2.5, ""math_references(0)"": 0.0, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,4.113736700004665,346
"Solve the first-order linear differential equation: dy/dx + 2xy = x, given the initial condition y(0) = 1.",0.30136986301369867,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(2)"": 2.4, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,4.2239168000087375,357
"Calculate the eigenvalues and corresponding eigenvectors of the matrix:
[[2, 1], [1, 2]]",0.30136986301369867,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(1.0)"": 2.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(2)"": 2.4, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,9.54939079999167,666
"Find the volume of the solid generated by revolving the region bounded by y = sqrt(x), the x-axis, and x = 4 about the y-axis.",0.2100456621004566,"{""task_count_crossover(0)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(0)"": 0.0, ""tech_depth(0.0)"": 0.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(2)"": 2.4, ""domain_breadth(0)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 0.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,1.8378237999859266,230
State and explain the Central Limit Theorem and detail its mathematical proof using characteristic functions.,0.5296803652968036,"{""task_count_crossover(1)"": 0.0, ""constraints(0)"": 0.0, ""multi_entity(3)"": 2.4, ""tech_depth(2.0)"": 4.0, ""output_size_high"": 0.0, ""output_size_medium"": 1.0, ""ambiguity(0)"": 0.0, ""reasoning_depth(0)"": 0.0, ""math_references(0)"": 0.0, ""domain_breadth(1)"": 0.0, ""length_long"": 0.0, ""length_medium"": 0.0, ""lexical_diversity_high"": 0.0, ""complexity_math"": 1.2, ""complexity_non_python"": 3.0, ""complexity_python"": 0.0, ""complexity_debugging"": 0.0, ""complexity_distributed_systems"": 0.0, ""complexity_large_document"": 0.0}",local,1.0,PASS,7.01519360000384,505
